[02Dec2024 00:15:45.296] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.neoForgeVersion, 20.4.237, --fml.fmlVersion, 2.0.17, --fml.mcVersion, 1.20.4, --fml.neoFormVersion, 20231207.154220, nogui]
[02Dec2024 00:15:47.253] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "SmartBrainLib-neoforge-1.20.4-1.14.1.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.253] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "Snad-20.4.1.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.253] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "sneak_through_berries-neoforge-20.4.1.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.253] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "solarcooker-neoforge-1.20.4-3.1.2.1.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.253] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "sophisticatedbackpacks-1.20.4-3.20.6.1051.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.253] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "sophisticatedcore-1.20.4-0.6.21.608.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.253] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "sophisticatedstorage-1.20.4-0.10.24.802.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.253] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "spark-1.10.61-neoforge.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.253] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "Spice of Life Onion_NEOFORGE_v1.2.7_mc1.20.4.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.254] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "stackrefill-1.20.4-4.4.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.254] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "step-1.20.4-1.2.2.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.254] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "stevescarts-1.20.4-1.2.7-neoforge.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.254] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "structure-expansion-neoforge-84.0.0.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.254] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "StylishEffects-v20.4.2-1.20.4-NeoForge.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.255] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "Super Factory Manager-1.20.4-4.18.0.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.255] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "supermartijn642configlib-1.1.8a-neoforge-mc1.20.4.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.256] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "supermartijn642corelib-1.1.17-neoforge-mc1.20.4.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.256] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "t_and_t-1.12.1.1.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.256] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "tarotcards-1.20.4-1.6.4.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.256] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "tectonic-neoforge-1.20-2.3.4.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.256] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "tempad-neoforge-1.20.4-2.3.8.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.257] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "TerraBlender-neoforge-1.20.4-3.3.0.12.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.257] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "Terralith_1.20.x_v2.5.4.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.257] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "tesseract-neoforge-1.1.1+1.20.4.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.257] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "The_Undergarden-1.20.4-0.8.15.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.257] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "ToolBelt-1.20.4-2.0.4.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.258] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "ToolKit-neoforge-84.0.2.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.258] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "ToolStats-NeoForge-1.20.4-19.0.3.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.258] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "tramplestopper-neo-6.0.1+mc1.20.4.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.259] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "transmog-neoforge-1.4.0+1.20.4.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.259] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "trashcans-1.0.18-neoforge-mc1.20.4.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.259] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "trenzalore-neo-4.0.1+mc1.20.4.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.259] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "trimeffects-neoforge-1.20.X-1.3.5.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.259] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "UniversalBoneMeal-v20.4.2-1.20.4-NeoForge.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.259] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "variantsandventures-mc1.20.4-1.0.2.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.259] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "veinmining-neoforge-3.1.1+1.20.4.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.260] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "visuality-forge-2.0.3.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.260] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "wirelessredstone-neoforge-1.20.4-1.1.5.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.261] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "yeetusexperimentus-neoforge-84.0.1.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.261] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "YungsApi-1.20.4-NeoForge-4.4.3.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.261] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "YungsBetterDesertTemples-1.20.4-NeoForge-3.4.4.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.261] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "YungsBetterDungeons-1.20.4-NeoForge-4.4.4.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.262] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "YungsBetterJungleTemples-1.20.4-NeoForge-2.4.4.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.262] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "YungsBetterMineshafts-1.20.4-NeoForge-4.4.2.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.262] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "YungsBetterNetherFortresses-1.20.4-NeoForge-2.4.4.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.262] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "YungsBetterOceanMonuments-1.20.4-NeoForge-3.4.3.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.262] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "YungsBetterStrongholds-1.20.4-NeoForge-4.4.3.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.262] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "YungsBetterWitchHuts-1.20.4-NeoForge-3.4.3.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.262] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "YungsBridges-1.20.4-NeoForge-4.4.2.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.262] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "YungsExtras-1.20.4-NeoForge-4.4.2.jar" of type MOD with provider {mods folder locator at /workspaces/ideal-carnival/servidor_minecraft/mods}
[02Dec2024 00:15:47.320] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "server-1.20.4-20231207.154220-srg.jar" of type MOD with provider net.neoforged.fml.loading.moddiscovery.MinecraftLocator@57bd2029
[02Dec2024 00:15:47.320] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "neoforge-20.4.237-universal.jar" of type MOD with provider net.neoforged.fml.loading.moddiscovery.MinecraftLocator@57bd2029
[02Dec2024 00:15:47.799] [main/WARN] [net.neoforged.jarjar.selection.JarSelector/]: Attempted to select a dependency jar for JarJar which was passed in as source: ftblibrary. Using Mod File: /workspaces/ideal-carnival/servidor_minecraft/mods/ftb-library-neoforge-2004.2.4.jar
[02Dec2024 00:15:47.799] [main/WARN] [net.neoforged.jarjar.selection.JarSelector/]: Attempted to select a dependency jar for JarJar which was passed in as source: patchouli. Using Mod File: /workspaces/ideal-carnival/servidor_minecraft/mods/Patchouli-1.20.4-85-NEOFORGE.jar
[02Dec2024 00:15:47.800] [main/INFO] [net.neoforged.fml.loading.moddiscovery.JarInJarDependencyLocator/]: Found 26 dependencies adding them to mods collection
[02Dec2024 00:15:47.800] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "commonmark-ext-gfm-strikethrough-0.22.0.jar" of type GAMELIBRARY with provider net.neoforged.fml.loading.moddiscovery.JarInJarDependencyLocator@25c5e994
[02Dec2024 00:15:47.800] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "junixsocket-common-2.6.2.jar" of type GAMELIBRARY with provider net.neoforged.fml.loading.moddiscovery.JarInJarDependencyLocator@25c5e994
[02Dec2024 00:15:47.801] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "commonmark-ext-ins-0.22.0.jar" of type GAMELIBRARY with provider net.neoforged.fml.loading.moddiscovery.JarInJarDependencyLocator@25c5e994
[02Dec2024 00:15:47.802] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "dazzleconf-core-1.3.0-M2.jar" of type GAMELIBRARY with provider net.neoforged.fml.loading.moddiscovery.JarInJarDependencyLocator@25c5e994
[02Dec2024 00:15:47.802] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "json-20210307.jar" of type GAMELIBRARY with provider net.neoforged.fml.loading.moddiscovery.JarInJarDependencyLocator@25c5e994
[02Dec2024 00:15:47.802] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "jheaps-0.14.jar" of type GAMELIBRARY with provider net.neoforged.fml.loading.moddiscovery.JarInJarDependencyLocator@25c5e994
[02Dec2024 00:15:47.803] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "mixinextras-neoforge-0.3.5.jar" of type GAMELIBRARY with provider net.neoforged.fml.loading.moddiscovery.JarInJarDependencyLocator@25c5e994
[02Dec2024 00:15:47.803] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "json-0.2.1.jar" of type GAMELIBRARY with provider net.neoforged.fml.loading.moddiscovery.JarInJarDependencyLocator@25c5e994
[02Dec2024 00:15:47.803] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "Primitive Collections-0.8.9.jar" of type GAMELIBRARY with provider net.neoforged.fml.loading.moddiscovery.JarInJarDependencyLocator@25c5e994
[02Dec2024 00:15:47.803] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "spectrelib-neoforge-0.15.2+1.20.4.jar" of type MOD with provider net.neoforged.fml.loading.moddiscovery.JarInJarDependencyLocator@25c5e994
[02Dec2024 00:15:47.804] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "junixsocket-native-common-2.6.2.jar" of type GAMELIBRARY with provider net.neoforged.fml.loading.moddiscovery.JarInJarDependencyLocator@25c5e994
[02Dec2024 00:15:47.804] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "mclib-20.jar" of type GAMELIBRARY with provider net.neoforged.fml.loading.moddiscovery.JarInJarDependencyLocator@25c5e994
[02Dec2024 00:15:47.805] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "snakeyaml-2.2.jar" of type GAMELIBRARY with provider net.neoforged.fml.loading.moddiscovery.JarInJarDependencyLocator@25c5e994
[02Dec2024 00:15:47.805] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "bytecodecs-1.0.2.jar" of type GAMELIBRARY with provider net.neoforged.fml.loading.moddiscovery.JarInJarDependencyLocator@25c5e994
[02Dec2024 00:15:47.805] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "apfloat-1.10.1.jar" of type GAMELIBRARY with provider net.neoforged.fml.loading.moddiscovery.JarInJarDependencyLocator@25c5e994
[02Dec2024 00:15:47.806] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "jankson-1.2.3.jar" of type GAMELIBRARY with provider net.neoforged.fml.loading.moddiscovery.JarInJarDependencyLocator@25c5e994
[02Dec2024 00:15:47.806] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "yabn-1.0.3.jar" of type GAMELIBRARY with provider net.neoforged.fml.loading.moddiscovery.JarInJarDependencyLocator@25c5e994
[02Dec2024 00:15:47.806] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "streamex-0.8.1.jar" of type GAMELIBRARY with provider net.neoforged.fml.loading.moddiscovery.JarInJarDependencyLocator@25c5e994
[02Dec2024 00:15:47.807] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "commonmark-0.22.0.jar" of type GAMELIBRARY with provider net.neoforged.fml.loading.moddiscovery.JarInJarDependencyLocator@25c5e994
[02Dec2024 00:15:47.807] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "toml4j-0.7.3-SNAPSHOT.jar" of type GAMELIBRARY with provider net.neoforged.fml.loading.moddiscovery.JarInJarDependencyLocator@25c5e994
[02Dec2024 00:15:47.807] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "DiscordIPC-a8d6631cc9.jar" of type GAMELIBRARY with provider net.neoforged.fml.loading.moddiscovery.JarInJarDependencyLocator@25c5e994
[02Dec2024 00:15:47.808] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "GrandPower-1.0.0.jar" of type MOD with provider net.neoforged.fml.loading.moddiscovery.JarInJarDependencyLocator@25c5e994
[02Dec2024 00:15:47.808] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "jgrapht-core-1.5.2.jar" of type GAMELIBRARY with provider net.neoforged.fml.loading.moddiscovery.JarInJarDependencyLocator@25c5e994
[02Dec2024 00:15:47.808] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "dazzleconf-ext-snakeyaml-1.3.0-M2.jar" of type GAMELIBRARY with provider net.neoforged.fml.loading.moddiscovery.JarInJarDependencyLocator@25c5e994
[02Dec2024 00:15:47.809] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "infiniverse-1.20.4-2.0.0.0.jar" of type MOD with provider net.neoforged.fml.loading.moddiscovery.JarInJarDependencyLocator@25c5e994
[02Dec2024 00:15:47.809] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "extensibleenums-neoforge-20.4.1.jar" of type MOD with provider net.neoforged.fml.loading.moddiscovery.JarInJarDependencyLocator@25c5e994
[02Dec2024 00:15:47.834] [main/ERROR] [net.neoforged.fml.loading.moddiscovery.ModFile/LOADING]: Access transformer file accesstransformer.cfg provided by mod bagus_lib does not exist!
[02Dec2024 00:15:47.834] [main/ERROR] [net.neoforged.fml.loading.moddiscovery.ModFile/LOADING]: Access transformer file META-INF/accesstransformer.cfg provided by mod bagus_lib does not exist!
[02Dec2024 00:15:53.011] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[02Dec2024 00:15:53.861] [main/INFO] [mixin/]: Successfully loaded Mixin Connector [thelm.jaopca.mixins.JAOPCAMixinConnector]
[02Dec2024 00:15:53.871] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'forgeserver' with arguments [nogui]
[02Dec2024 00:15:53.876] [main/WARN] [mixin/]: Reference map 'betterdungeons.refmap.json' for betterdungeons.mixins.json could not be read. If this is a development environment you can ignore this message
[02Dec2024 00:15:53.907] [main/WARN] [mixin/]: Reference map 'mixins.mffs.refmap.json' for mffs.mixins.json could not be read. If this is a development environment you can ignore this message
[02Dec2024 00:15:54.075] [main/INFO] [ModernFix/]: Loaded configuration file for ModernFix 5.17.0+mc1.20.4: 67 options available, 2 override(s) found
[02Dec2024 00:15:54.076] [main/WARN] [ModernFix/]: Option 'mixin.feature.integrated_server_watchdog' overriden (by user configuration) to 'false'
[02Dec2024 00:15:54.077] [main/WARN] [ModernFix/]: Option 'mixin.bugfix.extra_experimental_screen' overriden (by user configuration) to 'false'
[02Dec2024 00:15:54.077] [main/INFO] [ModernFix/]: Applying Nashorn fix
[02Dec2024 00:15:54.111] [main/INFO] [ModernFix/]: Applied Forge config corruption patch
[02Dec2024 00:15:54.118] [main/WARN] [mixin/]: Reference map 'yungsapi.refmap.json' for yungsapi.mixins.json could not be read. If this is a development environment you can ignore this message
[02Dec2024 00:15:54.120] [main/WARN] [mixin/]: Reference map 'bagus_lib.refmap.json' for bagus_lib.mixins.json could not be read. If this is a development environment you can ignore this message
[02Dec2024 00:15:54.126] [main/WARN] [mixin/]: Reference map 'balm.refmap.json' for balm.mixins.json could not be read. If this is a development environment you can ignore this message
[02Dec2024 00:15:54.127] [main/WARN] [mixin/]: Reference map 'betterfortresses.refmap.json' for betterfortresses.mixins.json could not be read. If this is a development environment you can ignore this message
[02Dec2024 00:15:54.147] [main/WARN] [mixin/]: Reference map 'supermartijn642corelib.mixins.refmap.json' for supermartijn642corelib.mixins.json could not be read. If this is a development environment you can ignore this message
[02Dec2024 00:15:54.149] [main/WARN] [mixin/]: Reference map 'yungsbridges.refmap.json' for yungsbridges.mixins.json could not be read. If this is a development environment you can ignore this message
[02Dec2024 00:15:54.368] [main/WARN] [mixin/]: Reference map 'curios.refmap.json' for curios.neoforge.mixins.json could not be read. If this is a development environment you can ignore this message
[02Dec2024 00:15:54.369] [main/WARN] [mixin/]: Reference map 'curios.refmap.json' for curios.mixins.json could not be read. If this is a development environment you can ignore this message
[02Dec2024 00:15:54.371] [main/WARN] [mixin/]: Reference map 'lucent.refmap.json' for lucent.mixins.json could not be read. If this is a development environment you can ignore this message
[02Dec2024 00:15:54.372] [main/WARN] [mixin/]: Reference map 'searchables.refmap.json' for searchables.mixins.json could not be read. If this is a development environment you can ignore this message
[02Dec2024 00:15:54.373] [main/WARN] [mixin/]: Reference map 'searchables.refmap.json' for searchables.neoforge.mixins.json could not be read. If this is a development environment you can ignore this message
[02Dec2024 00:15:54.377] [main/WARN] [mixin/]: Reference map 'bettermineshafts.refmap.json' for bettermineshafts.mixins.json could not be read. If this is a development environment you can ignore this message
[02Dec2024 00:15:54.378] [main/WARN] [mixin/]: Reference map 'veinmining.refmap.json' for veinmining.mixins.json could not be read. If this is a development environment you can ignore this message
[02Dec2024 00:15:54.380] [main/WARN] [mixin/]: Reference map 'betterjungletemples.refmap.json' for betterjungletemples.mixins.json could not be read. If this is a development environment you can ignore this message
[02Dec2024 00:15:54.382] [main/WARN] [mixin/]: Reference map 'clienttweaks.refmap.json' for clienttweaks.mixins.json could not be read. If this is a development environment you can ignore this message
[02Dec2024 00:15:54.388] [main/WARN] [mixin/]: Reference map 'mining_helmet.refmap.json' for mining_helmet.mixins.json could not be read. If this is a development environment you can ignore this message
[02Dec2024 00:15:54.389] [main/WARN] [mixin/]: Reference map 'harvest_with_ease.refmap.json' for harvest_with_ease.mixins.json could not be read. If this is a development environment you can ignore this message
[02Dec2024 00:15:54.391] [main/WARN] [mixin/]: Reference map 'lithostitched.refmap.json' for lithostitched.mixins.json could not be read. If this is a development environment you can ignore this message
[02Dec2024 00:15:54.396] [main/WARN] [mixin/]: Reference map 'laserbridges.refmap.json' for laserbridges.mixins.json could not be read. If this is a development environment you can ignore this message
[02Dec2024 00:15:54.397] [main/WARN] [mixin/]: Reference map 'sneak_through_berries.refmap.json' for sneak_through_berries.mixins.json could not be read. If this is a development environment you can ignore this message
[02Dec2024 00:15:54.399] [main/WARN] [mixin/]: Reference map 'farmingforblockheads.refmap.json' for farmingforblockheads.mixins.json could not be read. If this is a development environment you can ignore this message
[02Dec2024 00:15:54.400] [main/WARN] [mixin/]: Reference map 'mixins.pneumaticcraft.refmap.json' for mixins.pneumaticcraft.json could not be read. If this is a development environment you can ignore this message
[02Dec2024 00:15:54.405] [main/WARN] [mixin/]: Reference map 'logbegone.refmap.json' for logbegone.neoforge.mixins.json could not be read. If this is a development environment you can ignore this message
[02Dec2024 00:15:54.406] [main/WARN] [mixin/]: Reference map 'tectonic.refmap.json' for tectonic.mixins.json could not be read. If this is a development environment you can ignore this message
[02Dec2024 00:15:54.453] [main/WARN] [mixin/]: Reference map 'entityculling.refmap.mixins.json' for entityculling.mixins.json could not be read. If this is a development environment you can ignore this message
[02Dec2024 00:15:54.454] [main/WARN] [mixin/]: Reference map 'ambientenvironment.refmap.json' for ambientenvironment.mixins.json could not be read. If this is a development environment you can ignore this message
[02Dec2024 00:15:54.507] [main/INFO] [Puzzles Lib/]: Loading 259 mods:
	- accelerateddecay 84.0.0
